clip_dir,motion,label,time_of_day,flow_magnitude
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/02,stop,1,daytime,4.61485481262207
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/04,moving straight,0,daytime,4.89289665222168
<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_2/04,stop,1,daytime,1.6294468641281128
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/01,moving straight,0,daytime,6.744274616241455
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_9/01,moving straight,0,daytime,5.575918197631836
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_10/02,moving straight,0,daytime,2.902461528778076
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_5/02,moving straight,0,daytime,3.8821167945861816
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_4/02,moving straight,0,daytime,8.130165100097656
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_20/03,stop,1,daytime,1.6160238981246948
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_30/02,moving straight,0,daytime,7.91954231262207
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/03,moving straight,0,daytime,9.105157852172852
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/01,stop,1,daytime,0.32281243801116943
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_19/04,stop,1,daytime,0.05117342621088028
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_31/03,stop,1,daytime,2.693645477294922
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/01,moving straight,0,daytime,6.497316360473633
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_11/03,moving straight,0,daytime,7.013614177703857
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_29/01,moving straight,0,daytime,1.5667179822921753
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/01,moving straight,0,daytime,5.982590675354004
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/03,stop,1,daytime,3.0013339519500732
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_14/01,stop,1,daytime,0.42313504219055176
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_33/04,stop,1,daytime,0.7243375182151794
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_11/04,stop,1,daytime,1.0380874872207642
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_25/02,curved lane driving,0,daytime,9.753032684326172
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_5/04,stop,1,daytime,3.3987393379211426
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_7/02,moving straight,0,daytime,5.611415863037109
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_22/01,stop,1,daytime,0.02292715013027191
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_3/04,moving straight,0,daytime,4.186005592346191
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_19/02,stop,1,daytime,7.069950103759766
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_13/01,stop,1,daytime,0.7493069767951965
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/04,moving straight,0,daytime,6.481184959411621
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/02,turning right,0,daytime,9.124885559082031
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_20/03,moving straight,0,daytime,9.907987594604492
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/04,stop,1,daytime,0.5601102113723755
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_3/01,moving straight,0,daytime,3.9316725730895996
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_5/04,stop,1,daytime,1.2174005508422852
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_20/04,moving straight,0,daytime,8.924861907958984
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_5/02,moving straight,0,daytime,8.02842903137207
<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_1/04,stop,1,daytime,0.34525683522224426
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_6/01,stop,1,daytime,0.2795502841472626
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_15/01,stop,1,daytime,0.023705219849944115
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/01,moving straight,0,daytime,7.983821868896484
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/02,curved lane driving,0,nighttime,4.417348384857178
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_17/04,stop,1,daytime,1.4387545585632324
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/03,stop,1,daytime,0.23295897245407104
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/02,moving straight,0,daytime,11.817337036132812
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_12/04,moving straight,0,daytime,5.021616458892822
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/01,stop,1,daytime,3.555514097213745
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_22/04,moving straight,0,daytime,7.559755802154541
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/04,moving straight,0,daytime,3.700404167175293
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_1/04,stop,1,daytime,0.2987646162509918
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_5/03,stop,1,daytime,1.9633711576461792
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_14/03,stop,1,daytime,1.2819764614105225
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_11/02,stop,1,daytime,2.1257996559143066
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_12/04,stop,1,daytime,0.026141710579395294
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_27/04,stop,1,daytime,0.008784355595707893
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_6/04,curved lane driving,0,daytime,5.378557205200195
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_6/01,stop,1,daytime,2.7611331939697266
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_13/03,moving straight,0,daytime,3.6303248405456543
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_17/01,stop,1,daytime,0.0463847815990448
<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_5/03,moving straight,0,daytime,4.587059497833252
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/04,stop,1,daytime,1.9386576414108276
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_33/02,moving straight,0,daytime,5.370070934295654
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_7/02,moving straight,0,daytime,4.757041931152344
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_5/02,moving straight,0,daytime,3.5845260620117188
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_12/03,stop,1,daytime,1.3543426990509033
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,stop,1,daytime,1.9742937088012695
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/01,stop,1,daytime,1.4809678792953491
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_32/04,stop,1,daytime,0.986538827419281
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_31/04,stop,1,daytime,3.997252941131592
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_29/03,moving straight,0,daytime,4.792736530303955
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_9/03,moving straight,0,daytime,1.239303469657898
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_9/03,moving straight,0,daytime,7.760049819946289
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_8/02,moving straight,0,daytime,9.862869262695312
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_25/01,moving straight,0,daytime,11.001592636108398
<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_4/04,stop,1,daytime,0.10233806818723679
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_6/01,stop,1,daytime,1.7667022943496704
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/04,stop,1,daytime,0.050151072442531586
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_6/03,curved lane driving,0,daytime,3.0761168003082275
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_13/02,moving straight,0,daytime,7.351049423217773
<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/03,moving straight,0,daytime,6.481106758117676
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_32/01,stop,1,daytime,0.02515450492501259
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_8/04,moving straight,0,daytime,5.710899829864502
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/04,stop,1,daytime,1.7609431743621826
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_7/01,stop,1,daytime,3.064556360244751
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/02,moving straight,0,daytime,8.852357864379883
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_20/01,stop,1,daytime,2.188859462738037
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_8/01,stop,1,daytime,0.40920165181159973
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/04,stop,1,daytime,1.1706061363220215
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_10/04,stop,1,daytime,0.015507228672504425
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/01,curved lane driving,0,daytime,8.468940734863281
<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_28/01,stop,1,daytime,1.0041714906692505
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_7/02,moving straight,0,daytime,7.921560764312744
<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_5/01,moving straight,0,daytime,5.9652934074401855
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_11/01,stop,1,daytime,0.011232594028115273
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_11/04,stop,1,daytime,0.010015962645411491
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/01,moving straight,0,daytime,8.120835304260254
<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_3/03,stop,1,daytime,2.308570146560669
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_8/04,stop,1,daytime,0.10859335213899612
<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/02,moving straight,0,daytime,4.54521369934082
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_21/01,stop,1,daytime,1.0854003429412842
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_18/01,moving straight,0,daytime,8.043756484985352
<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_3/01,stop,1,daytime,0.069660484790802
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/03,moving straight,0,daytime,6.495143890380859
<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_23/03,stop,1,daytime,2.285576343536377
